id,name,website,industry,description,logo_url,location,region,country,size,founded,tags,product_types,rss_feed_url,linkedin_url,twitter_handle,is_active,created_at,updated_at
395,Jaindl Turkey Sales Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.501Z,2025-12-26T18:43:15.501Z
396,Jamaica Broilers Group Ltd.,,Poultry,,,,Caribbean,Jamaica,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.505Z,2025-12-26T18:43:15.505Z
397,Japfa Ltd.,,Poultry,,,,Asia,Singapore,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.508Z,2025-12-26T18:43:15.508Z
398,JBS S.A.,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.512Z,2025-12-26T18:43:15.512Z
399,JBS S.A. (Latin America),,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.516Z,2025-12-26T18:43:15.516Z
400,Jennie-O Turkey Store,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.519Z,2025-12-26T18:43:15.519Z
401,Jiangsu Ecolovo Food Co. Ltd. (Yike Group),,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:15.522Z,2025-12-26T18:43:15.522Z
402,Jiangsu Lihua Animal Husbandry,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks"",""geese"",""table-eggs""]","[""Chicken"",""Ducks"",""Geese"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.525Z,2025-12-26T18:43:15.525Z
403,Jiangsu Tiancheng Egg Industry Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.529Z,2025-12-26T18:43:15.529Z
404,"Jining Hongrun Food Co,",,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:15.532Z,2025-12-26T18:43:15.532Z
405,Jordan Poultry Processing and Marketing Co.,,Poultry,,,,Middle East,Jordan,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.535Z,2025-12-26T18:43:15.535Z
406,Kasemchai Farm Group,,Poultry,,,,Asia,Thailand,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.537Z,2025-12-26T18:43:15.537Z
407,Kaxim,,Poultry,,,,Central America,Guatemala,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.540Z,2025-12-26T18:43:15.540Z
408,Kazi Farms Group,,Poultry,,,,Asia,Bangladesh,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.543Z,2025-12-26T18:43:15.543Z
409,Kenchic Limited,,Poultry,,,,Africa,Kenya,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.546Z,2025-12-26T18:43:15.546Z
410,KerOvos Alimentos,,Poultry,,,,South America,Brazil,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.549Z,2025-12-26T18:43:15.549Z
411,Keskinoğlu,,Poultry,,,,Middle East,Türkiye,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.552Z,2025-12-26T18:43:15.552Z
412,KG Group,,Poultry,,,,Europe,Lithuania,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.555Z,2025-12-26T18:43:15.555Z
413,Koch Foods Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.558Z,2025-12-26T18:43:15.558Z
414,Koch’s Turkey Farm,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.561Z,2025-12-26T18:43:15.561Z
415,Koka,,Poultry,,,,Europe,Croatia,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.564Z,2025-12-26T18:43:15.564Z
416,Kraft Heinz Company,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.567Z,2025-12-26T18:43:15.567Z
417,Krasnodonskoe,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.570Z,2025-12-26T18:43:15.570Z
418,Kreher's Farm Fresh Eggs LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.573Z,2025-12-26T18:43:15.573Z
419,Kreider Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.576Z,2025-12-26T18:43:15.576Z
420,Kruczyn Mariusz Pachura,,Poultry,,,,Europe,Poland,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.578Z,2025-12-26T18:43:15.578Z
421,Kula Yağ ve Emek Yem Sanayi Tic.,,Poultry,,,,Middle East,Türkiye,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.581Z,2025-12-26T18:43:15.581Z
422,L'Œuf de Nos Villages,,Poultry,,,,Europe,France,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.585Z,2025-12-26T18:43:15.585Z
423,La Naturaleza,,Poultry,,,,South America,Uruguay,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.589Z,2025-12-26T18:43:15.589Z
424,La Ponderosa,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.592Z,2025-12-26T18:43:15.592Z
425,La Unión Tepatitlán (Huevo Alteño),,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.595Z,2025-12-26T18:43:15.595Z
426,La Virtud,,Poultry,,,,Central America,Honduras,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.598Z,2025-12-26T18:43:15.598Z
427,La Yema Dorada (Monserrat),,Poultry,,,,Central America,Costa Rica,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.601Z,2025-12-26T18:43:15.601Z
428,Laemthong Corp. Group,,Poultry,,,,Asia,Thailand,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.604Z,2025-12-26T18:43:15.604Z
429,Lar Cooperativa Agroindustrial,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.607Z,2025-12-26T18:43:15.607Z
430,Las Camelias,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.610Z,2025-12-26T18:43:15.610Z
431,Las Delicias,,Poultry,,,,Central America,Honduras,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.613Z,2025-12-26T18:43:15.613Z
432,Las Tacuaras (Nutrihuevos),,Poultry,,,,South America,Paraguay,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.616Z,2025-12-26T18:43:15.616Z
433,Lathem Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.619Z,2025-12-26T18:43:15.619Z
434,Lauro Morishita,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.622Z,2025-12-26T18:43:15.622Z
435,Lay Hong Bhd,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.625Z,2025-12-26T18:43:15.625Z
436,LDC,,Poultry,,,,Europe,France,,,"[""poultry"",""chicken"",""ducks"",""geese"",""table-eggs"",""turkey""]","[""Chicken"",""Ducks"",""Geese"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.628Z,2025-12-26T18:43:15.628Z
437,Le Gouessant,,Poultry,,,,Europe,France,,,"[""poultry"",""chicken"",""table-eggs"",""turkey""]","[""Chicken"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.630Z,2025-12-26T18:43:15.630Z
438,Leong Hup International Bhd,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""chicken"",""ducks"",""egg-products"",""table-eggs"",""turkey""]","[""Chicken"",""Ducks"",""Egg Products"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.634Z,2025-12-26T18:43:15.634Z
439,Liaoning Haoming Food Group Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.636Z,2025-12-26T18:43:15.636Z
440,Liaoning Yingde Food Group Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.639Z,2025-12-26T18:43:15.639Z
441,Lincoln Premium Poultry,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.642Z,2025-12-26T18:43:15.642Z
442,Longhai Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.645Z,2025-12-26T18:43:15.645Z
443,LTKM Bhd.,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.648Z,2025-12-26T18:43:15.648Z
444,Lusiaves Grupo,,Poultry,,,,Europe,Portugal,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.651Z,2025-12-26T18:43:15.651Z
445,Malayan Flour Mills,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.654Z,2025-12-26T18:43:15.654Z
446,Malindo Feedmill,,Poultry,,,,Asia,Indonesia,,,"[""poultry"",""chicken"",""ducks"",""table-eggs""]","[""Chicken"",""Ducks"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.657Z,2025-12-26T18:43:15.657Z
447,Mansoura Poultry,,Poultry,,,,Africa,Egypt,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.661Z,2025-12-26T18:43:15.661Z
448,Mantiqueira Brasil,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.665Z,2025-12-26T18:43:15.665Z
449,Mantiqueira USA,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:15.668Z,2025-12-26T18:43:15.668Z
450,Maple Lodge Farms Ltd.,,Poultry,,,,North America,Canada,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.670Z,2025-12-26T18:43:15.670Z
451,Mar-Jac Poultry,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.673Z,2025-12-26T18:43:15.673Z
452,Mar-Jac Poultry Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.676Z,2025-12-26T18:43:15.676Z
453,Mar-Jac Poultry LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.679Z,2025-12-26T18:43:15.679Z
454,Marcopolo Comercio SL,,Poultry,,,,Europe,Spain,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.682Z,2025-12-26T18:43:15.682Z
455,Marubeni Nisshin Feed Co.,,Poultry,,,,Asia,Japan,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.685Z,2025-12-26T18:43:15.685Z
456,Matli,,Poultry,,,,Middle East,Türkiye,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.687Z,2025-12-26T18:43:15.687Z
457,Mauricea Alimentos,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.691Z,2025-12-26T18:43:15.691Z
458,Mercer Landmark,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.693Z,2025-12-26T18:43:15.693Z
459,MHP,,Poultry,,,,Europe,Ukraine,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.696Z,2025-12-26T18:43:15.696Z
460,Michael Foods,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:15.699Z,2025-12-26T18:43:15.699Z
461,Michigan Turkey Producers,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.702Z,2025-12-26T18:43:15.702Z
462,Mid-States Specialty Eggs,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.705Z,2025-12-26T18:43:15.705Z
463,Miller Poultry,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.708Z,2025-12-26T18:43:15.708Z
464,"Milouof Agricultural Cooperative, Ltd.",,Poultry,,,,Middle East,Israel,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.711Z,2025-12-26T18:43:15.711Z
465,Minnich Eggs,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.715Z,2025-12-26T18:43:15.715Z
466,Miralejos,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken"",""ducks"",""turkey""]","[""Chicken"",""Ducks"",""Turkey""]",,,,false,2025-12-26T18:43:15.717Z,2025-12-26T18:43:15.717Z
467,Miratorg,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.721Z,2025-12-26T18:43:15.721Z
468,Mizgier Poultry Farms,,Poultry,,,,Europe,Poland,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.724Z,2025-12-26T18:43:15.724Z
469,Modern Poultry Farms,,Poultry,,,,Middle East,Oman,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.727Z,2025-12-26T18:43:15.727Z
470,Molino La Perla,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.730Z,2025-12-26T18:43:15.730Z
471,Molino San Juan SRL (Pollo Don Juan),,Poultry,,,,South America,Paraguay,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.733Z,2025-12-26T18:43:15.733Z
472,Molinos de Nicaragua (Monisa),,Poultry,,,,Central America,Nicaragua,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.736Z,2025-12-26T18:43:15.736Z
473,Morning Fresh Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.739Z,2025-12-26T18:43:15.739Z
474,Mountaire Farms Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.742Z,2025-12-26T18:43:15.742Z
475,Moy Park Ltd.,,Poultry,,,,Europe,United Kingdom,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.745Z,2025-12-26T18:43:15.745Z
476,MPS Egg Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.747Z,2025-12-26T18:43:15.747Z
477,Murray's Chicken,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.750Z,2025-12-26T18:43:15.750Z
478,N & N Agriculture Ltd.,,Poultry,,,,Asia,Singapore,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.753Z,2025-12-26T18:43:15.753Z
479,Namib Poultry Industries,,Poultry,,,,Africa,Namibia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.757Z,2025-12-26T18:43:15.757Z
480,Nanda Group,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.760Z,2025-12-26T18:43:15.760Z
481,Nanyang Food Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.763Z,2025-12-26T18:43:15.763Z
482,Naturovos,,Poultry,,,,South America,Brazil,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.766Z,2025-12-26T18:43:15.766Z
483,Nesma Ommat,,Poultry,,,,Africa,Egypt,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.769Z,2025-12-26T18:43:15.769Z
484,New Hope Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:15.772Z,2025-12-26T18:43:15.772Z
485,New Hope Liuhe,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks"",""table-eggs""]","[""Chicken"",""Ducks"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.775Z,2025-12-26T18:43:15.775Z
486,Noble Foods,,Poultry,,,,Europe,United Kingdom,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.779Z,2025-12-26T18:43:15.779Z
487,Noelma,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.782Z,2025-12-26T18:43:15.782Z
488,Norbest LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.784Z,2025-12-26T18:43:15.784Z
489,Northern Pride Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.787Z,2025-12-26T18:43:15.787Z
490,Nuestra Huella SA,,Poultry,,,,South America,Argentina,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.790Z,2025-12-26T18:43:15.790Z
491,Nutréa Nutrition Animale (NNA),,Poultry,,,,Europe,France,,,"[""poultry"",""chicken"",""ducks"",""table-eggs"",""turkey""]","[""Chicken"",""Ducks"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.793Z,2025-12-26T18:43:15.793Z
492,Nutriavícola SA,,Poultry,,,,South America,Colombia,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.795Z,2025-12-26T18:43:15.795Z
493,Nutriproductos Santa Ana,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.799Z,2025-12-26T18:43:15.799Z
494,Oakdell Egg Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.802Z,2025-12-26T18:43:15.802Z
495,Obasanjo Farms Nigeria Ltd.,,Poultry,,,,Africa,Nigeria,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.806Z,2025-12-26T18:43:15.806Z
496,Of Tov Group,,Poultry,,,,Middle East,Israel,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.808Z,2025-12-26T18:43:15.808Z
497,Ojai Alimentos,,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.811Z,2025-12-26T18:43:15.811Z
498,OK Foods Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.814Z,2025-12-26T18:43:15.814Z
499,Olam Agri Nigeria,,Poultry,,,,Africa,Nigeria,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.817Z,2025-12-26T18:43:15.817Z
500,Opal Foods,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:15.819Z,2025-12-26T18:43:15.819Z
501,Operadora Avicola Opav (Grupo Bios),,Poultry,,,,South America,Colombia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.823Z,2025-12-26T18:43:15.823Z
502,OSI Group,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.826Z,2025-12-26T18:43:15.826Z
503,Otto & Sons Weihai,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.830Z,2025-12-26T18:43:15.830Z
504,Ovobrand SA,,Poultry,,,,South America,Argentina,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.833Z,2025-12-26T18:43:15.833Z
505,Ovostar Union,,Poultry,,,,Europe,Ukraine,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.837Z,2025-12-26T18:43:15.837Z
506,P H Van Den Brink,,Poultry,,,,Oceania,New Zealand,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.840Z,2025-12-26T18:43:15.840Z
507,Pace Farm,,Poultry,,,,Oceania,Australia,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.843Z,2025-12-26T18:43:15.843Z
508,Padesa,,Poultry,,,,Europe,Spain,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.848Z,2025-12-26T18:43:15.848Z
509,Pampr’œuf,,Poultry,,,,Europe,France,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.852Z,2025-12-26T18:43:15.852Z
510,Paragon Group,,Poultry,,,,Asia,Bangladesh,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.856Z,2025-12-26T18:43:15.856Z
511,PATSA,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.862Z,2025-12-26T18:43:15.862Z
512,Pearl Valley Eggs,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:15.872Z,2025-12-26T18:43:15.872Z
513,Peco Foods,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.875Z,2025-12-26T18:43:15.875Z
514,PEP,,Poultry,,,,Europe,France,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.878Z,2025-12-26T18:43:15.878Z
515,Perdue Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken"",""table-eggs"",""turkey""]","[""Chicken"",""Table Eggs"",""Turkey""]",,,,true,2025-12-26T18:43:15.883Z,2025-12-26T18:43:15.883Z
516,Perdue Foods (broiler),,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.887Z,2025-12-26T18:43:15.887Z
517,Perdue Foods (turkey),,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.890Z,2025-12-26T18:43:15.890Z
518,PHW Group,,Poultry,,,,Europe,Germany,,,"[""poultry"",""chicken"",""ducks"",""turkey""]","[""Chicken"",""Ducks"",""Turkey""]",,,,false,2025-12-26T18:43:15.894Z,2025-12-26T18:43:15.894Z
519,Pif Paf Alimentos,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.898Z,2025-12-26T18:43:15.898Z
520,Pilgrim's de México,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.901Z,2025-12-26T18:43:15.901Z
521,Pilgrim's Pride Corp.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:15.905Z,2025-12-26T18:43:15.905Z
522,PIPASA (Nicaragua),,Poultry,,,,Central America,Nicaragua,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.910Z,2025-12-26T18:43:15.910Z
523,Pitman Family Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""ducks"",""turkey""]","[""Ducks"",""Turkey""]",,,,true,2025-12-26T18:43:15.916Z,2025-12-26T18:43:15.916Z
524,Pixal S.A.,,Poultry,,,,South America,Uruguay,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.920Z,2025-12-26T18:43:15.920Z
525,Plainville Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:15.923Z,2025-12-26T18:43:15.923Z
526,Plukon Food Group,,Poultry,,,,Europe,Netherlands,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.927Z,2025-12-26T18:43:15.927Z
527,Pollo Andino SA,,Poultry,,,,South America,Colombia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.929Z,2025-12-26T18:43:15.929Z
528,Pollo Cibao,,Poultry,,,,Caribbean,Dominican Republic,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.933Z,2025-12-26T18:43:15.933Z
